id,nhogar,miembro,comuna,dominio,edad,parentesco_jefe,situacion_conyugal,num_miembro_padre,num_miembro_madre,estado_ocupacional,cat_ocupacional,calidad_ingresos_lab,ingreso_total_lab,calidad_ingresos_no_lab,ingreso_total_no_lab,calidad_ingresos_totales,ingresos_totales,calidad_ingresos_familiares,ingresos_familiares,ingreso_per_capita_familiar,estado_educativo,sector_educativo,nivel_actual,nivel_max_educativo,años_escolaridad,lugar_nacimiento,afiliacion_salud,cantidad_hijos_nac_vivos,ingreso_total_lab_USD,ingreso_total_no_lab_USD,ingresos_totales_USD,ingresos_familiares_USD,ingreso_per_capita_familiar_USD,sexo_Mujer,sexo_Varon,hijos_nacidos_vivos_No,hijos_nacidos_vivos_Si,sist_de_salud_Sistema privado,sist_de_salud_Sistema público,ingresos_totales_USD_cat
39,1,1,7,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,10000,1,0,3,10000,2,10000,5000,1,1,1,1,13,5,4,0,157.85319652722967,0.0,157.85319652722967,157.85319652722967,78.92659826361484,1,0,1,0,0,1,3
39,1,2,7,0,21,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,1,0,1,0,2,10000,5000,1,1,1,3,12,5,4,0,0.0,0.0,0.0,157.85319652722967,78.92659826361484,0,1,1,0,0,1,4
40,1,1,7,1,21,2,0,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,1,0,1,0,2,19000,6333,0,3,12,1,12,4,4,1,0.0,0.0,0.0,299.92107340173635,99.96842936069456,1,0,0,1,0,1,4
40,1,2,7,1,26,0,0,No corresponde,No corresponde,2,0,3,19000,1,0,3,19000,2,19000,6333,0,0,12,1,12,4,4,0,299.92107340173635,0.0,299.92107340173635,299.92107340173635,99.96842936069456,0,1,1,0,0,1,1
40,1,3,7,1,3,1,2,2,1,1,1,0,0,0,0,0,0,2,19000,6333,0,0,0,6,0,0,4,0,0.0,0.0,0.0,299.92107340173635,99.96842936069456,1,0,1,0,0,1,4
41,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,23000,3,5000,3,28000,2,28000,28000,0,2,12,1,12,2,3,0,363.06235201262825,78.92659826361484,441.9889502762431,441.9889502762431,441.9889502762431,0,1,1,0,1,0,2
41,2,1,2,0,24,2,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,20000,3,20000,2,20000,20000,0,2,13,1,16,2,1,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,0,1,1,0,1,0,1
42,1,1,3,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,6000,3,6000,2,6000,6000,0,0,13,1,15,2,1,0,0.0,94.7119179163378,94.7119179163378,94.7119179163378,94.7119179163378,1,0,1,0,1,0,3
43,1,1,5,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,63000,21000,0,2,13,1,13,6,2,0,0.0,0.0,0.0,994.4751381215468,331.4917127071824,1,0,1,0,1,0,4
43,1,2,5,0,24,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,28000,1,0,3,28000,2,63000,21000,0,0,13,1,15,0,1,0,441.9889502762431,0.0,441.9889502762431,994.4751381215468,331.4917127071824,0,1,1,0,1,0,2
43,1,3,5,0,23,5,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,35000,1,0,3,35000,2,63000,21000,0,0,13,1,16,2,3,0,552.4861878453039,0.0,552.4861878453039,994.4751381215468,331.4917127071824,0,1,1,0,1,0,2
44,1,1,14,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,40000,3,40000,2,40000,40000,0,0,13,1,14,1,2,0,0.0,631.4127861089187,631.4127861089187,631.4127861089187,631.4127861089187,1,0,1,0,1,0,2
45,1,1,13,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,19000,3,14000,3,33000,2,43000,21500,0,0,13,1,13,2,1,0,299.92107340173635,220.99447513812157,520.9155485398579,678.7687450670876,339.3843725335438,1,0,1,0,1,0,2
45,1,2,13,0,22,5,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,10000,3,10000,2,43000,21500,0,0,13,1,12,2,2,0,0.0,157.85319652722967,157.85319652722967,678.7687450670876,339.3843725335438,1,0,1,0,1,0,3
46,1,1,3,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,40000,20000,0,0,13,1,12,4,4,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,0,1,1,0,0,1,1
46,1,2,3,0,33,0,5,No corresponde,No corresponde,1,1,1,0,3,20000,3,20000,2,40000,20000,0,0,13,1,12,4,4,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,1,0,1,0,0,1,1
47,1,1,15,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25000,1,0,3,25000,2,49000,24500,0,0,13,1,12,5,3,0,394.6329913180742,0.0,394.6329913180742,773.4806629834254,386.7403314917127,0,1,1,0,1,0,1
47,1,2,15,0,20,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,24000,1,0,3,24000,2,49000,24500,0,0,13,1,12,5,1,0,378.8476716653512,0.0,378.8476716653512,773.4806629834254,386.7403314917127,1,0,1,0,1,0,1
48,1,1,7,0,21,2,4,2,3,1,1,1,0,1,0,1,0,2,39000,13000,0,0,13,1,13,0,1,0,0.0,0.0,0.0,615.6274664561957,205.20915548539855,1,0,1,0,1,0,4
48,1,2,7,0,63,6,0,No corresponde,No corresponde,2,0,3,9000,3,30000,3,39000,2,39000,13000,1,1,1,0,7,6,1,0,142.0678768745067,473.559589581689,615.6274664561957,615.6274664561957,205.20915548539855,0,1,1,0,1,0,2
48,1,3,7,0,61,6,0,No corresponde,No corresponde,2,4,1,0,1,0,1,0,2,39000,13000,1,1,1,0,7,1,1,3,0.0,0.0,0.0,615.6274664561957,205.20915548539855,1,0,0,1,1,0,4
49,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,8000,3,10000,3,18000,2,18000,18000,0,0,13,1,13,1,1,0,126.28255722178372,157.85319652722967,284.1357537490134,284.1357537490134,284.1357537490134,1,0,1,0,1,0,1
50,1,1,1,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,3,25000,3,25000,2,25000,25000,0,2,13,1,12,0,0,0,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,0,1,1,0,1,0,1
51,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5000,3,5000,2,10000,5000,0,0,13,1,12,1,4,0,0.0,78.92659826361484,78.92659826361484,157.85319652722967,78.92659826361484,0,1,1,0,0,1,3
51,1,2,2,0,18,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5000,3,5000,2,10000,5000,0,0,13,1,12,1,4,0,0.0,78.92659826361484,78.92659826361484,157.85319652722967,78.92659826361484,1,0,1,0,0,1,3
52,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,10000,3,5000,3,15000,2,15000,15000,0,0,13,1,12,0,1,0,157.85319652722967,78.92659826361484,236.7797947908445,236.7797947908445,236.7797947908445,0,1,1,0,1,0,1
53,1,1,13,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,2,600,2,6600,2,7200,1,10200,5100,0,0,13,1,15,2,1,0,9.47119179163378,104.18310970797158,113.65430149960537,161.01026045777428,80.50513022888714,1,0,1,0,1,0,3
53,1,2,13,0,21,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,2,3000,2,3000,1,10200,5100,0,0,13,1,12,2,1,0,0.0,47.355958958168905,47.355958958168905,161.01026045777428,80.50513022888714,1,0,1,0,1,0,3
54,1,1,3,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,32000,3,32000,2,32000,32000,0,0,13,1,12,4,4,0,0.0,505.1302288871349,505.1302288871349,505.1302288871349,505.1302288871349,1,0,1,0,0,1,2
55,1,1,11,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,4000,3,8000,3,12000,2,12000,12000,0,0,13,1,14,0,1,0,63.14127861089187,126.28255722178372,189.4238358326756,189.4238358326756,189.4238358326756,1,0,1,0,1,0,3
56,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,55000,27500,0,0,13,1,14,0,1,0,0.0,315.70639305445934,315.70639305445934,868.1925808997632,434.0962904498816,1,0,1,0,1,0,1
56,1,2,2,0,22,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,15000,3,20000,3,35000,2,55000,27500,0,0,13,1,15,0,1,0,236.7797947908445,315.70639305445934,552.4861878453039,868.1925808997632,434.0962904498816,1,0,1,0,1,0,2
57,1,1,13,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,40000,1,0,3,40000,2,40000,13333,0,0,13,1,14,6,2,1,631.4127861089187,0.0,631.4127861089187,631.4127861089187,210.4656669297553,1,0,0,1,1,0,2
57,1,2,13,0,22,0,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,40000,13333,0,2,13,1,15,0,2,0,0.0,0.0,0.0,631.4127861089187,210.4656669297553,0,1,1,0,1,0,4
57,1,3,13,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,40000,13333,2,1,1,6,0,0,2,0,0.0,0.0,0.0,631.4127861089187,210.4656669297553,0,1,1,0,1,0,4
58,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,6000,3,6000,2,6000,6000,0,0,13,1,14,0,1,0,0.0,94.7119179163378,94.7119179163378,94.7119179163378,94.7119179163378,0,1,1,0,1,0,3
58,2,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,5200,3,7000,3,12200,2,12200,12200,0,0,13,1,14,0,2,0,82.08366219415943,110.49723756906076,192.5808997632202,192.5808997632202,192.5808997632202,0,1,1,0,1,0,1
58,3,1,2,0,26,2,4,No corresponde,No corresponde,2,4,3,9000,3,5000,3,14000,2,14000,14000,0,0,13,1,16,2,1,0,142.0678768745067,78.92659826361484,220.99447513812157,220.99447513812157,220.99447513812157,0,1,1,0,1,0,1
59,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,5000,3,20000,3,25000,2,25000,25000,0,0,13,1,15,2,1,0,78.92659826361484,315.70639305445934,394.6329913180742,394.6329913180742,394.6329913180742,1,0,1,0,1,0,1
60,1,1,1,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,25000,3,25000,2,25000,25000,0,2,13,1,13,6,4,0,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,1,0,1,0,0,1,1
61,1,1,8,1,21,2,3,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,1600,3,1600,2,1600,800,1,1,1,2,7,0,4,1,0.0,25.256511444356747,25.256511444356747,25.256511444356747,12.628255722178372,1,0,0,1,0,1,3
61,1,2,8,1,2,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,1600,800,1,1,1,6,0,0,4,0,0.0,0.0,0.0,25.256511444356747,12.628255722178372,0,1,1,0,0,1,4
62,1,1,1,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,15000,1,0,3,15000,2,15000,15000,1,1,1,3,12,0,1,0,236.7797947908445,0.0,236.7797947908445,236.7797947908445,236.7797947908445,0,1,1,0,1,0,1
63,1,1,7,0,21,2,4,Padre no vive en el hogar,3,2,0,3,28000,1,0,3,28000,2,71700,23900,1,1,1,3,12,0,1,0,441.9889502762431,0.0,441.9889502762431,1131.8074191002368,377.2691397000789,0,1,1,0,1,0,2
63,1,2,7,0,19,4,4,Padre no vive en el hogar,3,2,0,3,21700,1,0,3,21700,2,71700,23900,1,1,1,3,12,0,1,0,342.5414364640884,0.0,342.5414364640884,1131.8074191002368,377.2691397000789,0,1,1,0,1,0,1
63,1,3,7,0,49,6,3,No corresponde,No corresponde,2,0,3,22000,1,0,3,22000,2,71700,23900,1,1,1,3,12,0,1,2,347.27703235990526,0.0,347.27703235990526,1131.8074191002368,377.2691397000789,1,0,0,1,1,0,1
64,1,1,8,1,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,8000,3,8000,2,9500,3167,1,1,1,0,8,0,4,0,0.0,126.28255722178372,126.28255722178372,149.96053670086818,49.99210734017364,0,1,1,0,0,1,3
64,1,2,8,1,22,0,5,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,1500,3,1500,2,9500,3167,0,0,10,0,8,0,4,1,0.0,23.677979479084453,23.677979479084453,149.96053670086818,49.99210734017364,1,0,0,1,0,1,3
64,1,3,8,1,2,1,2,1,2,1,1,0,0,0,0,0,0,2,9500,3167,2,1,1,6,0,0,4,0,0.0,0.0,0.0,149.96053670086818,49.99210734017364,1,0,1,0,0,1,4
65,1,1,4,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,29000,1,0,3,29000,2,84000,28000,1,1,1,3,12,1,1,0,457.7742699289661,0.0,457.7742699289661,1325.966850828729,441.9889502762431,0,1,1,0,1,0,2
65,1,2,4,0,21,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,26000,1,0,3,26000,2,84000,28000,1,1,1,3,12,1,1,0,410.4183109707972,0.0,410.4183109707972,1325.966850828729,441.9889502762431,1,0,1,0,1,0,1
65,1,3,4,0,22,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,29000,1,0,3,29000,2,84000,28000,1,1,1,3,12,1,1,0,457.7742699289661,0.0,457.7742699289661,1325.966850828729,441.9889502762431,0,1,1,0,1,0,2
66,1,1,1,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,15000,3,2000,3,17000,2,17000,17000,1,1,1,0,11,0,4,0,236.7797947908445,31.570639305445933,268.3504340962904,268.3504340962904,268.3504340962904,0,1,1,0,0,1,1
67,1,1,8,1,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,3000,3,2000,3,5000,1,15000,5000,1,1,1,0,9,4,4,1,47.355958958168905,31.570639305445933,78.92659826361484,236.7797947908445,78.92659826361484,1,0,0,1,0,1,3
67,1,2,8,1,29,0,5,No corresponde,No corresponde,2,0,2,10000,1,0,2,10000,1,15000,5000,1,1,1,3,12,4,4,0,157.85319652722967,0.0,157.85319652722967,236.7797947908445,78.92659826361484,0,1,1,0,0,1,3
67,1,3,8,1,2,1,2,2,1,1,1,0,0,0,0,0,0,1,15000,5000,0,0,0,6,0,0,4,0,0.0,0.0,0.0,236.7797947908445,78.92659826361484,1,0,1,0,0,1,4
68,1,1,7,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,8000,1,0,3,8000,2,24000,8000,1,1,1,0,7,0,4,0,126.28255722178372,0.0,126.28255722178372,378.8476716653512,126.28255722178372,0,1,1,0,0,1,3
68,1,2,7,0,22,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,8500,3,7500,3,16000,2,24000,8000,1,1,1,0,11,0,4,1,134.1752170481452,118.38989739542224,252.56511444356747,378.8476716653512,126.28255722178372,1,0,0,1,0,1,1
68,1,3,7,0,2,1,2,1,2,1,1,0,0,0,0,0,0,2,24000,8000,0,0,0,6,0,0,4,0,0.0,0.0,0.0,378.8476716653512,126.28255722178372,0,1,1,0,0,1,4
69,1,1,10,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,2,25000,1,0,2,25000,1,33000,16500,1,1,1,0,9,1,1,0,394.6329913180742,0.0,394.6329913180742,520.9155485398579,260.45777426992896,0,1,1,0,1,0,1
69,1,2,10,0,21,0,5,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,2,8000,2,8000,1,33000,16500,1,1,1,3,12,1,4,0,0.0,126.28255722178372,126.28255722178372,520.9155485398579,260.45777426992896,1,0,1,0,0,1,3
69,2,1,10,0,63,2,6,No corresponde,No corresponde,2,0,3,20000,3,12000,3,32000,2,32000,16000,1,1,1,3,12,5,1,3,315.70639305445934,189.4238358326756,505.1302288871349,505.1302288871349,252.56511444356747,1,0,0,1,1,0,2
69,2,2,10,0,60,4,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,32000,16000,1,1,1,1,13,5,4,0,0.0,0.0,0.0,505.1302288871349,252.56511444356747,0,1,1,0,0,1,4
70,1,1,15,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,10000,3,20000,3,30000,2,56000,28000,1,1,1,1,13,0,1,0,157.85319652722967,315.70639305445934,473.559589581689,883.9779005524862,441.9889502762431,0,1,1,0,1,0,2
70,1,2,15,0,93,4,6,No corresponde,No corresponde,1,1,1,0,3,26000,3,26000,2,56000,28000,1,1,1,2,7,5,0,0,0.0,410.4183109707972,410.4183109707972,883.9779005524862,441.9889502762431,1,0,1,0,1,0,1
71,1,1,9,0,21,2,3,Padre no vive en el hogar,2,2,0,3,23000,1,0,3,23000,1,69500,7722,1,1,1,1,12,0,4,1,363.06235201262825,0.0,363.06235201262825,1097.0797158642465,121.89423835832676,1,0,0,1,0,1,1
71,1,2,9,0,41,6,3,No corresponde,No corresponde,2,0,3,30000,1,0,3,30000,1,69500,7722,1,1,1,3,12,0,1,5,473.559589581689,0.0,473.559589581689,1097.0797158642465,121.89423835832676,1,0,0,1,1,0,2
71,1,3,9,0,23,4,5,Padre no vive en el hogar,2,0,1,1,0,1,0,1,0,1,69500,7722,1,1,1,0,11,0,4,0,0.0,0.0,0.0,1097.0797158642465,121.89423835832676,0,1,1,0,0,1,4
71,1,4,9,0,21,4,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,3,1500,3,1500,1,69500,7722,1,1,1,0,11,4,4,2,0.0,23.677979479084453,23.677979479084453,1097.0797158642465,121.89423835832676,1,0,0,1,0,1,3
71,1,5,9,0,18,4,4,Padre no vive en el hogar,2,2,0,2,15000,1,0,2,15000,1,69500,7722,1,1,1,0,9,0,4,0,236.7797947908445,0.0,236.7797947908445,1097.0797158642465,121.89423835832676,0,1,1,0,0,1,1
71,1,6,9,0,2,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,1,69500,7722,0,0,0,6,0,0,4,0,0.0,0.0,0.0,1097.0797158642465,121.89423835832676,0,1,1,0,0,1,4
71,1,7,9,0,4,4,2,Padre no vive en el hogar,2,1,1,0,0,0,0,0,0,1,69500,7722,0,0,8,6,0,0,1,0,0.0,0.0,0.0,1097.0797158642465,121.89423835832676,0,1,1,0,1,0,4
71,1,8,9,0,3,4,2,3,4,1,1,0,0,0,0,0,0,1,69500,7722,1,1,1,6,0,0,4,0,0.0,0.0,0.0,1097.0797158642465,121.89423835832676,0,1,1,0,0,1,4
71,1,9,9,0,1,4,2,3,4,1,1,0,0,0,0,0,0,1,69500,7722,2,1,1,6,0,0,4,0,0.0,0.0,0.0,1097.0797158642465,121.89423835832676,0,1,1,0,0,1,4
72,1,1,13,0,22,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,33000,1,0,3,33000,2,78000,39000,0,0,12,1,14,1,3,0,520.9155485398579,0.0,520.9155485398579,1231.2549329123915,615.6274664561957,0,1,1,0,1,0,2
72,1,2,13,0,23,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,45000,1,0,3,45000,2,78000,39000,0,0,12,1,14,0,0,0,710.3393843725336,0.0,710.3393843725336,1231.2549329123915,615.6274664561957,1,0,1,0,1,0,2
73,1,1,7,0,22,2,0,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,12000,4000,0,3,12,1,14,0,2,0,0.0,0.0,0.0,189.4238358326756,63.14127861089187,0,1,1,0,1,0,4
73,1,2,7,0,22,0,0,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,12000,3,12000,2,12000,4000,0,3,12,1,14,6,2,1,0.0,189.4238358326756,189.4238358326756,189.4238358326756,63.14127861089187,1,0,0,1,1,0,3
73,1,3,7,0,0,1,2,1,2,1,1,0,0,0,0,0,0,2,12000,4000,2,1,1,6,0,0,2,0,0.0,0.0,0.0,189.4238358326756,63.14127861089187,1,0,1,0,1,0,4
74,1,1,3,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,40000,1,0,3,40000,2,110000,55000,0,0,13,1,16,1,1,0,631.4127861089187,0.0,631.4127861089187,1736.3851617995265,868.1925808997632,0,1,1,0,1,0,2
74,1,2,3,0,32,4,4,No corresponde,No corresponde,2,0,3,70000,1,0,3,70000,2,110000,55000,1,1,1,5,17,1,1,0,1104.9723756906078,0.0,1104.9723756906078,1736.3851617995265,868.1925808997632,0,1,1,0,1,0,2
75,1,1,14,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,33000,1,0,3,33000,2,43000,21500,0,2,13,1,12,1,2,0,520.9155485398579,0.0,520.9155485398579,678.7687450670876,339.3843725335438,1,0,1,0,1,0,2
75,1,2,14,0,19,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,4000,3,6000,3,10000,2,43000,21500,0,0,12,1,12,1,2,0,63.14127861089187,94.7119179163378,157.85319652722967,678.7687450670876,339.3843725335438,1,0,1,0,1,0,3
76,1,1,3,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,13000,3,13000,2,13000,13000,0,0,13,1,15,1,0,0,0.0,205.20915548539855,205.20915548539855,205.20915548539855,205.20915548539855,1,0,1,0,1,0,1
76,2,1,3,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,20000,3,7000,3,27000,2,27000,27000,0,0,13,1,12,2,0,0,315.70639305445934,110.49723756906076,426.2036306235201,426.2036306235201,426.2036306235201,1,0,1,0,1,0,1
77,1,1,2,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,9000,3,20000,3,29000,2,50200,16733,0,0,13,1,14,6,1,0,142.0678768745067,315.70639305445934,457.7742699289661,792.423046566693,264.1357537490134,1,0,1,0,1,0,2
77,1,2,2,0,22,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,16600,3,16600,2,50200,16733,0,0,13,1,13,2,1,0,0.0,262.03630623520127,262.03630623520127,792.423046566693,264.1357537490134,1,0,1,0,1,0,1
77,1,3,2,0,20,4,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,3,3000,3,1600,3,4600,2,50200,16733,0,0,13,1,12,6,1,0,47.355958958168905,25.256511444356747,72.61247040252564,792.423046566693,264.1357537490134,1,0,1,0,1,0,3
78,1,1,2,0,22,2,4,Padre no vive en el hogar,2,0,1,1,0,3,2900,3,2900,2,65900,8238,0,0,13,1,15,6,4,0,0.0,45.77742699289661,45.77742699289661,1040.2525651144435,130.0394632991318,1,0,1,0,0,1,3
78,1,2,2,0,42,6,5,No corresponde,No corresponde,2,0,3,6000,3,6000,3,12000,2,65900,8238,1,1,1,4,6,4,4,7,94.7119179163378,94.7119179163378,189.4238358326756,1040.2525651144435,130.0394632991318,1,0,0,1,0,1,3
78,1,3,2,0,32,5,5,No corresponde,No corresponde,2,0,3,32000,1,0,3,32000,2,65900,8238,1,1,1,0,9,4,4,0,505.1302288871349,0.0,505.1302288871349,1040.2525651144435,130.0394632991318,0,1,1,0,0,1,2
78,1,4,2,0,11,4,2,3,2,1,1,1,0,1,0,1,0,2,65900,8238,0,0,5,4,5,0,4,0,0.0,0.0,0.0,1040.2525651144435,130.0394632991318,1,0,1,0,0,1,4
78,1,5,2,0,19,4,4,Padre no vive en el hogar,2,2,0,3,19000,1,0,3,19000,2,65900,8238,1,1,1,3,12,4,4,0,299.92107340173635,0.0,299.92107340173635,1040.2525651144435,130.0394632991318,0,1,1,0,0,1,1
78,1,6,2,0,0,4,2,3,2,1,1,0,0,0,0,0,0,2,65900,8238,0,3,0,6,0,0,4,0,0.0,0.0,0.0,1040.2525651144435,130.0394632991318,0,1,1,0,0,1,4
78,1,7,2,0,7,4,2,3,2,1,1,0,0,0,0,0,0,2,65900,8238,0,0,5,4,0,0,4,0,0.0,0.0,0.0,1040.2525651144435,130.0394632991318,0,1,1,0,0,1,4
78,1,8,2,0,9,4,2,3,2,1,1,0,0,0,0,0,0,2,65900,8238,0,0,5,4,2,0,4,0,0.0,0.0,0.0,1040.2525651144435,130.0394632991318,1,0,1,0,0,1,4
79,1,1,5,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,14000,3,14000,2,14000,14000,0,0,13,1,12,2,1,0,0.0,220.99447513812157,220.99447513812157,220.99447513812157,220.99447513812157,0,1,1,0,1,0,1
80,1,1,1,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,5000,3,15000,3,20000,2,20000,20000,0,0,13,1,12,5,4,0,78.92659826361484,236.7797947908445,315.70639305445934,315.70639305445934,315.70639305445934,0,1,1,0,0,1,1
81,1,1,2,0,22,2,4,Padre no vive en el hogar,2,2,0,3,50000,1,0,3,50000,1,275000,68750,0,0,13,1,15,0,1,0,789.2659826361484,0.0,789.2659826361484,4340.962904498816,1085.240726124704,1,0,1,0,1,0,2
81,1,2,2,0,55,6,0,No corresponde,No corresponde,2,0,3,130000,3,12000,3,142000,1,275000,68750,1,1,1,5,17,0,1,2,2052.0915548539856,189.4238358326756,2241.515390686661,4340.962904498816,1085.240726124704,1,0,0,1,1,0,0
81,1,3,2,0,22,4,4,Padre no vive en el hogar,2,2,0,3,25000,1,0,3,25000,1,275000,68750,0,0,13,1,15,0,3,0,394.6329913180742,0.0,394.6329913180742,4340.962904498816,1085.240726124704,1,0,1,0,1,0,1
81,1,4,2,0,60,4,0,No corresponde,No corresponde,2,2,2,58000,1,0,2,58000,1,275000,68750,1,1,1,5,17,0,2,0,915.5485398579322,0.0,915.5485398579322,4340.962904498816,1085.240726124704,0,1,1,0,1,0,2
82,1,1,4,0,22,2,4,Padre no vive en el hogar,2,2,4,3,1500,1,0,3,1500,1,115500,57750,0,0,13,1,15,0,2,0,23.677979479084453,0.0,23.677979479084453,1823.2044198895028,911.6022099447514,1,0,1,0,1,0,3
82,1,2,4,0,54,6,1,No corresponde,No corresponde,2,4,2,114000,1,0,2,114000,1,115500,57750,1,1,1,5,17,0,2,2,1799.5264404104182,0.0,1799.5264404104182,1823.2044198895028,911.6022099447514,1,0,0,1,1,0,0
83,1,1,2,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,40000,3,40000,2,40000,40000,0,0,13,1,14,1,1,0,0.0,631.4127861089187,631.4127861089187,631.4127861089187,631.4127861089187,0,1,1,0,1,0,2
84,1,1,3,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,1,0,3,15000,3,15000,2,15000,15000,0,0,13,1,12,0,4,0,0.0,236.7797947908445,236.7797947908445,236.7797947908445,236.7797947908445,0,1,1,0,0,1,1
85,1,1,14,0,22,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,56000,18667,0,2,13,1,15,1,4,0,0.0,315.70639305445934,315.70639305445934,883.9779005524862,294.66456195737965,0,1,1,0,0,1,1
85,1,2,14,0,27,5,4,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,56000,18667,0,0,13,1,16,1,0,0,315.70639305445934,0.0,315.70639305445934,883.9779005524862,294.66456195737965,0,1,1,0,1,0,1
